Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2022-11-30,Shirt,SZA,50,36,7,4,https://charts-static.billboard.com/img/2022/11/sza-xyh-shirt-e9d-180x180.jpg
2022-12-07,All I Want For Christmas Is You,Mariah Carey,1,3,1,50,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg
2022-12-07,Rockin' Around The Christmas Tree,Brenda Lee,2,4,2,39,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg
2022-12-07,Jingle Bell Rock,Bobby Helms,3,6,2,32,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg
2022-12-07,Rich Flex,Drake & 21 Savage,4,1,1,4,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-12-07,A Holly Jolly Christmas,Burl Ives,5,7,3,28,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg
2022-12-07,Anti-Hero,Taylor Swift,6,2,1,6,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-antihero-fgo-180x180.jpg
2022-12-07,It's The Most Wonderful Time Of The Year,Andy Williams,7,14,3,30,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg
2022-12-07,Last Christmas,Wham!,8,18,6,29,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg
2022-12-07,The Christmas Song (Merry Christmas To You),Nat "King" Cole,9,28,5,29,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg
2022-12-07,Underneath The Tree,Kelly Clarkson,10,31,9,16,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg
2022-12-07,Unholy,Sam Smith & Kim Petras,11,5,1,10,https://charts-static.billboard.com/img/2022/10/sam-smith-jw8-unholy-7a7-180x180.jpg
2022-12-07,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,12,25,5,19,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg
2022-12-07,Santa Tell Me,Ariana Grande,13,36,13,16,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg
2022-12-07,Sleigh Ride,The Ronettes,14,42,8,22,https://charts-static.billboard.com/img/2001/12/the-ronettes-k1e-sleigh-ride-60v-180x180.jpg
2022-12-07,Something In The Orange,Zach Bryan,15,8,3,32,https://charts-static.billboard.com/img/2022/05/zachbryan-de1-somethingintheorange-ynj-180x180.jpg
2022-12-07,Feliz Navidad,Jose Feliciano,16,7,20,-,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg
2022-12-07,Bad Habit,Steve Lacy,17,9,1,21,https://charts-static.billboard.com/img/2022/07/steve-lacy-d2o-badhabit-l6b-180x180.jpg
2022-12-07,Let It Snow; Let It Snow; Let It Snow!,Dean Martin,18,45,5,25,https://charts-static.billboard.com/img/2011/12/dean-martin-tc6-letitsnowletitsnowletitsnow-ipd-180x180.jpg
2022-12-07,Just Wanna Rock,Lil Uzi Vert,19,10,10,6,https://charts-static.billboard.com/img/2022/10/lil-uzi-vert-g7z-justwannarock-uyx-180x180.jpg
2022-12-07,Deck The Halls,Nat King Cole,20,20,11,-,https://charts-static.billboard.com/img/2018/01/nat-king-cole-wkp-180x180.jpg
2022-12-07,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,21,14,14,-,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg
2022-12-07,Christmas (Baby Please Come Home),Darlene Love,22,8,16,-,https://charts-static.billboard.com/img/2014/12/darlene-love-lrq-christmasbabypleasecomehome-3bj-180x180.jpg
2022-12-07,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,23,6,26,-,https://charts-static.billboard.com/img/1998/12/gene-autry-bp4-rudolphtherednosedreindeer-630-180x180.jpg
2022-12-07,It's Beginning To Look A Lot Like Christmas,Michael Buble,24,11,13,-,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg
2022-12-07,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,25,24,6,-,https://charts-static.billboard.com/img/2012/12/frank-sinatra-r5c-jinglebells-vgd-180x180.jpg
2022-12-07,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,26,14,13,-,https://charts-static.billboard.com/img/2003/12/gene-autry-bp4-herecomessantaclausrightdownsantaclauslane-5sh-180x180.jpg
2022-12-07,Blue Christmas,Elvis Presley,27,26,7,-,https://charts-static.billboard.com/img/1998/01/elvis-presley-yoq-bluechristmas-sbf-180x180.jpg
2022-12-07,Spin Bout U,Drake & 21 Savage,28,12,4,4,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-12-07,Under The Influence,Chris Brown,29,16,7,15,https://charts-static.billboard.com/img/2022/08/chris-brown-94g-undertheinfluence-oac-180x180.jpg
2022-12-07,Golden Hour,JVKE,30,29,26,13,https://charts-static.billboard.com/img/2022/09/jvke-4lr-goldenhour-ig9-180x180.jpg
2022-12-07,You Proof,Morgan Wallen,31,22,5,29,https://charts-static.billboard.com/img/2022/05/morgan-wallen-dqx-youproof-uu4-180x180.jpg
2022-12-07,Major Distribution,Drake & 21 Savage,32,11,2,4,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-12-07,On BS,Drake & 21 Savage,33,13,3,4,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-12-07,You're A Mean One; Mr. Grinch,Thurl Ravenscroft,34,25,9,-,https://charts-static.billboard.com/img/2009/12/thurl-ravenscroft-000-youreameanonemrgrinch-k4l-180x180.jpg
2022-12-07,Santa Claus Is Comin' To Town,Jackson 5,35,35,6,-,https://charts-static.billboard.com/img/2002/01/the-jacksons-ssh-santaclausiscomintotown-cjb-180x180.jpg
2022-12-07,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,36,17,5,4,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-12-07,Titi Me Pregunto,Bad Bunny,37,26,4,30,https://charts-static.billboard.com/img/2016/10/bad-bunny-xva-180x180.jpg
2022-12-07,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,38,23,7,-,https://charts-static.billboard.com/img/2004/12/eartha-kitt-000-santa-baby-6tx-180x180.jpg
2022-12-07,Tomorrow 2,GloRilla & Cardi B,39,21,3,10,https://charts-static.billboard.com/img/2022/08/glorilla-bn2-tomorrow2-5ob-180x180.jpg
2022-12-07,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,40,14,18,-,https://charts-static.billboard.com/img/2014/12/perry-como-srg-180x180.jpg
2022-12-07,Rock And A Hard Place,Bailey Zimmerman,41,27,11,25,https://charts-static.billboard.com/img/2022/06/baileyzimmerman-qt3-rockandahardplace-vms-180x180.jpg
2022-12-07,As It Was,Harry Styles,42,33,1,35,https://charts-static.billboard.com/img/2022/04/harry-styles-6jk-asitwas-po3-180x180.jpg
2022-12-07,Lavender Haze,Taylor Swift,43,15,2,6,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-lavenderhaze-ibu-180x180.jpg
2022-12-07,Made You Look,Meghan Trainor,44,24,24,5,https://charts-static.billboard.com/img/2022/11/meghan-trainor-3k0-madeyoulook-t6c-180x180.jpg
2022-12-07,Happy Holiday / The Holiday Season,Andy Williams,45,14,16,-,https://charts-static.billboard.com/img/2001/12/andy-williams-epf-180x180.jpg
2022-12-07,Hotel Lobby (Unc And Phew),Quavo & Takeoff,46,34,34,6,https://charts-static.billboard.com/img/2022/06/quavotakeoff-b88-hotellobbyuncandphew-506-180x180.jpg
2022-12-07,Wait For U,Future Featuring Drake & Tems,47,48,1,31,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg
2022-12-07,I'm Good (Blue),David Guetta & Bebe Rexha,48,41,14,13,https://charts-static.billboard.com/img/2022/09/david-guetta-ruw-imgoodblue-d17-180x180.jpg
2022-12-07,Jimmy Cooks,Drake Featuring 21 Savage,49,46,1,24,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-12-07,Run Rudolph Run,Chuck Berry,50,6,17,-,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg
2022-12-14,All I Want For Christmas Is You,Mariah Carey,1,1,1,51,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg
2022-12-14,Rockin' Around The Christmas Tree,Brenda Lee,2,2,2,40,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg
2022-12-14,Creepin',Metro Boomin| The Weeknd & 21 Savage,3,3,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Jingle Bell Rock,Bobby Helms,4,3,2,33,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg
2022-12-14,A Holly Jolly Christmas,Burl Ives,5,5,3,29,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg
2022-12-14,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,6,6,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Rich Flex,Drake & 21 Savage,7,4,1,5,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-12-14,Last Christmas,Wham!,8,8,6,30,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg
2022-12-14,It's The Most Wonderful Time Of The Year,Andy Williams,9,7,3,31,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg
2022-12-14,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,10,12,5,20,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg
2022-12-14,Underneath The Tree,Kelly Clarkson,11,10,9,17,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg
2022-12-14,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,12,12,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Umbrella,Metro Boomin| 21 Savage & Young Nudy,13,13,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Feliz Navidad,Jose Feliciano,14,16,7,21,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg
2022-12-14,Santa Tell Me,Ariana Grande,15,13,13,17,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg
2022-12-14,Anti-Hero,Taylor Swift,16,6,1,7,https://charts-static.billboard.com/img/2022/10/taylor-swift-9sy-antihero-fgo-180x180.jpg
2022-12-14,Niagara Falls (Foot Or 2),Metro Boomin| Travis Scott & 21 Savage,17,17,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Sleigh Ride,The Ronettes,18,14,8,23,https://charts-static.billboard.com/img/2001/12/the-ronettes-k1e-sleigh-ride-60v-180x180.jpg
2022-12-14,The Christmas Song (Merry Christmas To You),Nat "King" Cole,19,9,5,30,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg
2022-12-14,Raindrops (Insane),Metro Boomin & Travis Scott,20,20,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Christmas (Baby Please Come Home),Darlene Love,21,22,8,17,https://charts-static.billboard.com/img/2014/12/darlene-love-lrq-christmasbabypleasecomehome-3bj-180x180.jpg
2022-12-14,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,22,21,14,15,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg
2022-12-14,Deck The Halls,Nat King Cole,23,20,20,12,https://charts-static.billboard.com/img/2018/01/nat-king-cole-wkp-180x180.jpg
2022-12-14,Trance,Metro Boomin| Travis Scott & Young Thug,24,24,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Metro Spider,Metro Boomin & Young Thug,25,25,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Let It Snow; Let It Snow; Let It Snow!,Dean Martin,26,18,5,26,https://charts-static.billboard.com/img/2011/12/dean-martin-tc6-letitsnowletitsnowletitsnow-ipd-180x180.jpg
2022-12-14,Unholy,Sam Smith & Kim Petras,27,11,1,11,https://charts-static.billboard.com/img/2022/10/sam-smith-jw8-unholy-7a7-180x180.jpg
2022-12-14,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,28,25,24,7,https://charts-static.billboard.com/img/2012/12/frank-sinatra-r5c-jinglebells-vgd-180x180.jpg
2022-12-14,On Time,Metro Boomin & John Legend,29,29,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Something In The Orange,Zach Bryan,30,15,3,33,https://charts-static.billboard.com/img/2022/05/zachbryan-de1-somethingintheorange-ynj-180x180.jpg
2022-12-14,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,31,23,6,27,https://charts-static.billboard.com/img/1998/12/gene-autry-bp4-rudolphtherednosedreindeer-630-180x180.jpg
2022-12-14,One Thing At A Time,Morgan Wallen,32,32,1,-,https://charts-static.billboard.com/img/2022/12/morgan-wallen-dqx-onethingatatime-jsv-180x180.jpg
2022-12-14,It's Beginning To Look A Lot Like Christmas,Michael Buble,33,24,11,14,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg
2022-12-14,Bad Habit,Steve Lacy,34,17,1,22,https://charts-static.billboard.com/img/2022/07/steve-lacy-d2o-badhabit-l6b-180x180.jpg
2022-12-14,Walk Em Down (Don't Kill Civilians),Metro Boomin & 21 Savage Featuring Mustafa,35,35,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Blue Christmas,Elvis Presley,36,27,26,8,https://charts-static.billboard.com/img/1998/01/elvis-presley-yoq-bluechristmas-sbf-180x180.jpg
2022-12-14,Around Me,Metro Boomin Featuring Don Toliver,37,37,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,I Can't Save You (Interlude),Metro Boomin & Future Featuring Don Toliver,38,38,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Just Wanna Rock,Lil Uzi Vert,39,19,10,7,https://charts-static.billboard.com/img/2022/10/lil-uzi-vert-g7z-justwannarock-uyx-180x180.jpg
2022-12-14,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,40,26,14,14,https://charts-static.billboard.com/img/2003/12/gene-autry-bp4-herecomessantaclausrightdownsantaclauslane-5sh-180x180.jpg
2022-12-14,Tennessee Fan,Morgan Wallen,41,41,1,-,https://charts-static.billboard.com/img/2022/12/morgan-wallen-dqx-tennesseefan-dkm-180x180.jpg
2022-12-14,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,42,38,23,8,https://charts-static.billboard.com/img/2004/12/eartha-kitt-000-santa-baby-6tx-180x180.jpg
2022-12-14,Santa Claus Is Comin' To Town,Jackson 5,43,35,35,7,https://charts-static.billboard.com/img/2002/01/the-jacksons-ssh-santaclausiscomintotown-cjb-180x180.jpg
2022-12-14,Feel The Fiyaaaah,Metro Boomin & A$AP Rocky Featuring Takeoff,44,44,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-14,Little Saint Nick,The Beach Boys,45,32,9,-,https://charts-static.billboard.com/img/2001/12/the-beach-boys-m76-littlesaintnick-8s9-180x180.jpg
2022-12-14,You Proof,Morgan Wallen,46,31,5,30,https://charts-static.billboard.com/img/2022/05/morgan-wallen-dqx-youproof-uu4-180x180.jpg
2022-12-14,Under The Influence,Chris Brown,47,29,7,16,https://charts-static.billboard.com/img/2022/08/chris-brown-94g-undertheinfluence-oac-180x180.jpg
2022-12-14,Run Rudolph Run,Chuck Berry,48,50,6,18,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg
2022-12-14,Christmastime Is Here,Vince Guaraldi Trio,49,26,5,-,https://charts-static.billboard.com/img/2006/12/vince-guaraldi-trio-y7p-174x174.jpg
2022-12-14,All The Money (Bonus),Metro Boomin & Gunna,50,50,1,-,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-21,Kill Bill,SZA,1,1,1,-,https://charts-static.billboard.com/img/2022/12/sza-xyh-killbill-6i8-180x180.jpg
2022-12-21,All I Want For Christmas Is You,Mariah Carey,2,1,1,52,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg
2022-12-21,Rockin' Around The Christmas Tree,Brenda Lee,3,2,2,41,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg
2022-12-21,Jingle Bell Rock,Bobby Helms,4,4,2,34,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg
2022-12-21,A Holly Jolly Christmas,Burl Ives,5,5,3,30,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg
2022-12-21,Nobody Gets Me,SZA,6,6,1,-,https://charts-static.billboard.com/img/2014/04/sza-xyh-180x180.jpg
2022-12-21,Last Christmas,Wham!,7,8,6,31,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg
2022-12-21,Blind,SZA,8,8,1,-,https://charts-static.billboard.com/img/2014/04/sza-xyh-180x180.jpg
2022-12-21,It's The Most Wonderful Time Of The Year,Andy Williams,9,9,3,32,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg
2022-12-21,Low,SZA,10,10,1,-,https://charts-static.billboard.com/img/2014/04/sza-xyh-180x180.jpg
2022-12-21,Creepin',Metro Boomin| The Weeknd & 21 Savage,11,3,3,2,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-21,Love Language,SZA,12,12,1,-,https://charts-static.billboard.com/img/2014/04/sza-xyh-180x180.jpg
2022-12-21,Seek & Destroy,SZA,13,13,1,-,https://charts-static.billboard.com/img/2014/04/sza-xyh-180x180.jpg
2022-12-21,Santa Tell Me,Ariana Grande,14,15,13,18,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg
2022-12-21,Shirt,SZA,15,7,5,-,https://charts-static.billboard.com/img/2022/11/sza-xyh-shirt-e9d-180x180.jpg
2022-12-21,Feliz Navidad,Jose Feliciano,16,14,7,22,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg
2022-12-21,Underneath The Tree,Kelly Clarkson,17,11,9,18,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg
2022-12-21,The Christmas Song (Merry Christmas To You),Nat "King" Cole,18,19,5,31,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg
2022-12-21,Sleigh Ride,The Ronettes,19,18,8,24,https://charts-static.billboard.com/img/2001/12/the-ronettes-k1e-sleigh-ride-60v-180x180.jpg
2022-12-21,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,20,10,5,21,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg
2022-12-21,Snooze,SZA,21,21,1,-,https://charts-static.billboard.com/img/2022/12/sza-xyh-snooze-eom-180x180.jpg
2022-12-21,Used,SZA Featuring Don Toliver,22,22,1,-,https://charts-static.billboard.com/img/2014/04/sza-xyh-180x180.jpg
2022-12-21,Rich Flex,Drake & 21 Savage,23,7,1,6,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2022-12-21,SOS,SZA,24,24,1,-,https://charts-static.billboard.com/img/2014/04/sza-xyh-180x180.jpg
2022-12-21,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,25,6,6,2,https://charts-static.billboard.com/img/2013/08/metro-boomin-nxb-180x180.jpg
2022-12-21,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,26,22,14,16,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg
2022-12-21,Christmas (Baby Please Come Home),Darlene Love,27,21,8,18,https://charts-static.billboard.com/img/2014/12/darlene-love-lrq-christmasbabypleasecomehome-3bj-180x180.jpg
2022-12-21,Let It Snow; Let It Snow; Let It Snow!,Dean Martin,28,26,5,27,https://charts-static.billboard.com/img/2011/12/dean-martin-tc6-letitsnowletitsnowletitsnow-ipd-180x180.jpg
2022-12-21,Deck The Halls,Nat King Cole,29,23,20,13,https://charts-static.billboard.com/img/2018/01/nat-king-cole-wkp-180x180.jpg
2022-12-21,Special,SZA,30,30,1,-,https://charts-static.billboard.com/img/2014/04/sza-xyh-180x180.jpg
2022-12-21,Ghost In The Machine,SZA Featuring Phoebe Bridgers,31,31,1,-,https://charts-static.billboard.com/img/2014/04/sza-xyh-180x180.jpg
