Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2018-10-10,Moonlight,XXXTENTACION,16,25,4,18,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-10-10,Trip,Ella Mai,17,12,12,6,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-10-10,Famous,Lil Wayne Featuring Reginae Carter,18,18,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-10,Girls Like You,Maroon 5 Featuring Cardi B,19,13,5,18,https://charts-static.billboard.com/img/2018/06/maroon-5-kks-girls-like-you-32b-180x180.jpg
2018-10-10,Falling Down,Lil Peep & XXXTENTACION,20,5,5,3,https://charts-static.billboard.com/img/2016/12/lil-peep-tnx-180x180.jpg
2018-10-10,Happier,Marshmello & Bastille,21,20,20,4,https://charts-static.billboard.com/img/2018/08/marshmello-fo3-happier-p74-180x180.jpg
2018-10-10,Open Letter,Lil Wayne,22,22,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-10,Killshot,Eminem,23,7,2,3,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg
2018-10-10,Dope N****z,Lil Wayne Featuring Snoop Dogg,24,24,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-10,Sad!,XXXTENTACION,25,14,1,31,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-10-10,Mo Bamba,Sheck Wes,26,17,17,5,https://charts-static.billboard.com/img/2018/09/sheck-wes-fiq-180x180.jpg
2018-10-10,I Like It,Cardi B| Bad Bunny & J Balvin,27,15,2,26,https://charts-static.billboard.com/img/2018/04/cardi-b-7bz-ilikeit-ppy-180x180.jpg
2018-10-10,Better Now,Post Malone,28,16,4,23,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-10-10,Taki Taki,DJ Snake Featuring Selena Gomez| Ozuna & Cardi B,29,29,1,-,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-87x87.jpg
2018-10-10,New Patek,Lil Uzi Vert,30,8,8,3,https://charts-static.billboard.com/img/2016/04/lil-uzi-vert-mre-180x180.jpg
2018-10-10,Nonstop,Drake,31,18,1,14,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-10-10,Problems,Lil Wayne,32,32,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-10,Yes Indeed,Lil Baby & Drake,33,19,1,21,https://charts-static.billboard.com/img/2018/05/lilbaby-kyx-yesindeed-nlh-180x180.jpg
2018-10-10,Lucky You,Eminem Featuring Joyner Lucas,34,11,1,5,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg
2018-10-10,If I'm Lyin; I'm Flyin,Kodak Black,35,35,1,-,https://charts-static.billboard.com/img/2016/06/kodak-black-3si-180x180.jpg
2018-10-10,Hittas,Lil Wayne,36,36,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-10,Eastside,benny blanco| Halsey & Khalid,37,23,16,11,https://charts-static.billboard.com/img/2018/07/benny-blanco-dzd-eastside-70k-180x180.jpg
2018-10-10,Open Safe,Lil Wayne,38,38,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-10,Took His Time,Lil Wayne,39,39,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-10,Rockstar,Post Malone Featuring 21 Savage,40,28,1,55,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-10-10,Big Bank,YG Featuring 2 Chainz| Big Sean & Nicki Minaj,41,24,14,14,https://charts-static.billboard.com/img/2010/07/yg-03v-180x180.jpg
2018-10-10,Boo'd Up,Ella Mai,42,29,5,23,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-10-10,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,43,22,18,3,https://charts-static.billboard.com/img/2005/02/gucci-mane-lyh-180x180.jpg
2018-10-10,Perfect,Ed Sheeran Duet With Beyonce,44,31,1,54,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2018-10-10,Mess,Lil Wayne,45,45,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-10,God's Plan,Drake,46,27,1,37,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-10-10,Youngblood,5 Seconds Of Summer,47,34,27,13,https://charts-static.billboard.com/img/2013/11/5-seconds-of-summer-x63-180x180.jpg
2018-10-10,Let It All Work Out,Lil Wayne,48,48,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-10,Demon,Lil Wayne,49,49,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-10,Used 2,Lil Wayne,50,50,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-17,Drip Too Hard,Lil Baby & Gunna,1,13,1,4,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-17,Lucid Dreams,Juice WRLD,2,6,1,21,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-lucid-dreams-q7f-180x180.jpg
2018-10-17,Never Recover,Lil Baby & Gunna Featuring Drake,3,3,1,-,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-17,Sicko Mode,Travis Scott,4,9,2,10,https://charts-static.billboard.com/img/2013/07/travis-scott-lu8-180x180.jpg
2018-10-17,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,5,8,2,12,https://charts-static.billboard.com/img/2018/08/tekashi-6ix9ine-4dg-fefe-gpc-180x180.jpg
2018-10-17,In My Feelings,Drake,6,10,1,15,https://charts-static.billboard.com/img/2018/07/drake-04g-in-my-feelings-591-180x180.jpg
2018-10-17,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,7,1,1,2,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-17,Close Friends,Lil Baby,8,8,1,-,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-17,I Love It,Kanye West & Lil Pump,9,11,1,5,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg
2018-10-17,Mo Bamba,Sheck Wes,10,26,10,6,https://charts-static.billboard.com/img/2018/09/sheck-wes-fiq-180x180.jpg
2018-10-17,STOOPID,6ix9ine Featuring Bobby Shmurda,11,11,1,-,https://charts-static.billboard.com/img/2017/12/6ix9ine-4dg-180x180.jpg
2018-10-17,Happier,Marshmello & Bastille,12,21,12,5,https://charts-static.billboard.com/img/2018/08/marshmello-fo3-happier-p74-180x180.jpg
2018-10-17,Trip,Ella Mai,13,17,12,7,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-10-17,Taste,Tyga Featuring Offset,14,15,6,19,https://charts-static.billboard.com/img/2018/06/tyga-ntw-taste-bdl-180x180.jpg
2018-10-17,I Like It,Cardi B| Bad Bunny & J Balvin,15,27,2,27,https://charts-static.billboard.com/img/2018/04/cardi-b-7bz-ilikeit-ppy-180x180.jpg
2018-10-17,Girls Like You,Maroon 5 Featuring Cardi B,16,19,5,19,https://charts-static.billboard.com/img/2018/06/maroon-5-kks-girls-like-you-32b-180x180.jpg
2018-10-17,Better Now,Post Malone,17,28,4,24,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-10-17,Sad!,XXXTENTACION,18,25,1,32,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-10-17,Moonlight,XXXTENTACION,19,16,4,19,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-10-17,Taki Taki,DJ Snake Featuring Selena Gomez| Ozuna & Cardi B,20,29,20,2,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-87x87.jpg
2018-10-17,Uproar,Lil Wayne,21,4,4,2,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-17,Falling Down,Lil Peep & XXXTENTACION,22,20,5,4,https://charts-static.billboard.com/img/2016/12/lil-peep-tnx-180x180.jpg
2018-10-17,Nonstop,Drake,23,31,1,15,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-10-17,Without Me,Halsey,24,24,1,-,https://charts-static.billboard.com/img/2018/10/halsey-000-without-me-fsb-180x180.jpg
2018-10-17,Yes Indeed,Lil Baby & Drake,25,33,1,22,https://charts-static.billboard.com/img/2018/05/lilbaby-kyx-yesindeed-nlh-180x180.jpg
2018-10-17,Off White VLONE,Lil Baby & Gunna Featuring Lil Durk & NAV,26,26,1,-,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-17,Eastside,benny blanco| Halsey & Khalid,27,37,16,12,https://charts-static.billboard.com/img/2018/07/benny-blanco-dzd-eastside-70k-180x180.jpg
2018-10-17,Venom,Eminem,28,28,2,-,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg
2018-10-17,Killshot,Eminem,29,23,2,4,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg
2018-10-17,Business Is Business,Lil Baby & Gunna,30,30,1,-,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-17,New Patek,Lil Uzi Vert,31,30,8,4,https://charts-static.billboard.com/img/2016/04/lil-uzi-vert-mre-180x180.jpg
2018-10-17,Don't Cry,Lil Wayne Featuring XXXTENTACION,32,2,2,2,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-17,Rockstar,Post Malone Featuring 21 Savage,33,40,1,56,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-10-17,Shallow,Lady Gaga & Bradley Cooper,34,34,1,-,https://charts-static.billboard.com/img/2008/04/lady-gaga-b8x-180x180.jpg
2018-10-17,Lucky You,Eminem Featuring Joyner Lucas,35,34,1,6,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg
2018-10-17,God's Plan,Drake,36,46,1,38,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-10-17,Let It Fly,Lil Wayne Featuring Travis Scott,37,3,3,2,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-17,Big Bank,YG Featuring 2 Chainz| Big Sean & Nicki Minaj,38,41,14,15,https://charts-static.billboard.com/img/2010/07/yg-03v-180x180.jpg
2018-10-17,Boo'd Up,Ella Mai,39,42,5,24,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-10-17,Perfect,Ed Sheeran Duet With Beyonce,40,44,1,55,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2018-10-17,Youngblood,5 Seconds Of Summer,41,47,27,14,https://charts-static.billboard.com/img/2013/11/5-seconds-of-summer-x63-180x180.jpg
2018-10-17,If I'm Lyin; I'm Flyin,Kodak Black,42,35,35,2,https://charts-static.billboard.com/img/2016/06/kodak-black-3si-180x180.jpg
2018-10-17,Belly,Lil Baby & Gunna,43,43,1,-,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-17,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,44,43,18,4,https://charts-static.billboard.com/img/2005/02/gucci-mane-lyh-180x180.jpg
2018-10-17,Dedicate,Lil Wayne,45,5,5,2,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-17,Psycho,Post Malone Featuring Ty Dolla $ign,46,2,32,-,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-10-17,Believer,Imagine Dragons,47,13,71,-,https://charts-static.billboard.com/img/2017/02/imagine-dragons-ud7-believer-koo-180x180.jpg
2018-10-17,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,48,1,83,-,https://charts-static.billboard.com/img/2017/01/luis-fonsi-nni-despacito-93f-180x180.jpg
2018-10-17,Natural,Imagine Dragons,49,33,6,-,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-180x180.jpg
2018-10-17,Meant To Be,Bebe Rexha & Florida Georgia Line,50,11,45,-,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-10-24,ZEZE,Kodak Black Featuring Travis Scott & Offset,1,1,1,-,https://charts-static.billboard.com/img/2016/06/kodak-black-3si-180x180.jpg
2018-10-24,Drip Too Hard,Lil Baby & Gunna,2,1,1,5,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-24,MIA,Bad Bunny Featuring Drake,3,3,1,-,https://charts-static.billboard.com/img/2018/10/bad-bunny-xva-mia-n47-180x180.jpg
2018-10-24,Lucid Dreams,Juice WRLD,4,2,1,22,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-lucid-dreams-q7f-180x180.jpg
2018-10-24,Sicko Mode,Travis Scott,5,4,2,11,https://charts-static.billboard.com/img/2013/07/travis-scott-lu8-180x180.jpg
2018-10-24,Taki Taki,DJ Snake Featuring Selena Gomez| Ozuna & Cardi B,6,20,6,3,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-87x87.jpg
2018-10-24,Mo Bamba,Sheck Wes,7,10,7,7,https://charts-static.billboard.com/img/2018/09/sheck-wes-fiq-180x180.jpg
2018-10-24,In My Feelings,Drake,8,6,1,16,https://charts-static.billboard.com/img/2018/07/drake-04g-in-my-feelings-591-180x180.jpg
2018-10-24,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,9,5,2,13,https://charts-static.billboard.com/img/2018/08/tekashi-6ix9ine-4dg-fefe-gpc-180x180.jpg
2018-10-24,Close Friends,Lil Baby,10,8,8,2,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-24,Girls Like You,Maroon 5 Featuring Cardi B,11,16,5,20,https://charts-static.billboard.com/img/2018/06/maroon-5-kks-girls-like-you-32b-180x180.jpg
2018-10-24,Trip,Ella Mai,12,13,12,8,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-10-24,Never Recover,Lil Baby & Gunna Featuring Drake,13,3,3,2,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-24,Happier,Marshmello & Bastille,14,12,12,6,https://charts-static.billboard.com/img/2018/08/marshmello-fo3-happier-p74-180x180.jpg
2018-10-24,Taste,Tyga Featuring Offset,15,14,6,20,https://charts-static.billboard.com/img/2018/06/tyga-ntw-taste-bdl-180x180.jpg
2018-10-24,Better Now,Post Malone,16,17,4,25,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-10-24,I Love It,Kanye West & Lil Pump,17,9,1,6,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg
2018-10-24,I Like It,Cardi B| Bad Bunny & J Balvin,18,15,2,28,https://charts-static.billboard.com/img/2018/04/cardi-b-7bz-ilikeit-ppy-180x180.jpg
2018-10-24,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,19,7,1,3,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-24,Sad!,XXXTENTACION,20,18,1,33,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-10-24,Moonlight,XXXTENTACION,21,19,4,20,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-10-24,STOOPID,6ix9ine Featuring Bobby Shmurda,22,11,11,2,https://charts-static.billboard.com/img/2017/12/6ix9ine-4dg-180x180.jpg
2018-10-24,Flip The Switch,Quavo Featuring Drake,23,23,1,-,https://charts-static.billboard.com/img/2015/05/quavo-2nr-180x180.jpg
2018-10-24,Nonstop,Drake,24,23,1,16,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-10-24,Without Me,Halsey,25,24,24,2,https://charts-static.billboard.com/img/2018/10/halsey-000-without-me-fsb-180x180.jpg
2018-10-24,Yes Indeed,Lil Baby & Drake,26,25,1,23,https://charts-static.billboard.com/img/2018/05/lilbaby-kyx-yesindeed-nlh-180x180.jpg
2018-10-24,Eastside,benny blanco| Halsey & Khalid,27,27,16,13,https://charts-static.billboard.com/img/2018/07/benny-blanco-dzd-eastside-70k-180x180.jpg
2018-10-24,Shallow,Lady Gaga & Bradley Cooper,28,34,28,2,https://charts-static.billboard.com/img/2008/04/lady-gaga-b8x-180x180.jpg
2018-10-24,Pass Out,Quavo Featuring 21 Savage,29,29,1,-,https://charts-static.billboard.com/img/2015/05/quavo-2nr-180x180.jpg
2018-10-24,Falling Down,Lil Peep & XXXTENTACION,30,22,5,5,https://charts-static.billboard.com/img/2016/12/lil-peep-tnx-180x180.jpg
2018-10-24,Boo'd Up,Ella Mai,31,39,5,25,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-10-24,W O R K I N  M E,Quavo,32,32,3,-,https://charts-static.billboard.com/img/2015/05/quavo-2nr-180x180.jpg
2018-10-24,Uproar,Lil Wayne,33,21,4,3,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-24,Rockstar,Post Malone Featuring 21 Savage,34,33,1,57,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-10-24,Youngblood,5 Seconds Of Summer,35,41,27,15,https://charts-static.billboard.com/img/2013/11/5-seconds-of-summer-x63-180x180.jpg
2018-10-24,God's Plan,Drake,36,36,1,39,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-10-24,Perfect,Ed Sheeran Duet With Beyonce,37,40,1,56,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2018-10-24,Big Bank,YG Featuring 2 Chainz| Big Sean & Nicki Minaj,38,38,14,16,https://charts-static.billboard.com/img/2010/07/yg-03v-180x180.jpg
2018-10-24,New Patek,Lil Uzi Vert,39,31,8,5,https://charts-static.billboard.com/img/2016/04/lil-uzi-vert-mre-180x180.jpg
2018-10-24,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,40,44,18,5,https://charts-static.billboard.com/img/2005/02/gucci-mane-lyh-180x180.jpg
2018-10-24,Lucky You,Eminem Featuring Joyner Lucas,41,35,1,7,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg
2018-10-24,Beautiful,Bazzi Featuring Camila Cabello,42,37,7,-,https://charts-static.billboard.com/img/2016/12/bazzi-3p6-180x180.jpg
2018-10-24,Venom,Eminem,43,28,28,3,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg
2018-10-24,Killshot,Eminem,44,29,2,5,https://charts-static.billboard.com/img/1998/10/eminem-6zg.jpg
2018-10-24,No Stylist,French Montana Featuring Drake,45,26,2,-,https://charts-static.billboard.com/img/2011/07/french-montana-cts-180x180.jpg
2018-10-24,Psycho,Post Malone Featuring Ty Dolla $ign,46,46,2,33,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-10-24,Natural,Imagine Dragons,47,49,33,7,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-180x180.jpg
2018-10-24,Believer,Imagine Dragons,48,47,13,72,https://charts-static.billboard.com/img/2017/02/imagine-dragons-ud7-believer-koo-180x180.jpg
2018-10-24,Better,Khalid,49,30,3,-,https://charts-static.billboard.com/img/2016/07/khalid-f4f-106x106.jpg
2018-10-24,Meant To Be,Bebe Rexha & Florida Georgia Line,50,50,11,46,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-10-31,ZEZE,Kodak Black Featuring Travis Scott & Offset,1,1,1,2,https://charts-static.billboard.com/img/2016/06/kodak-black-3si-180x180.jpg
2018-10-31,Sicko Mode,Travis Scott,2,5,2,12,https://charts-static.billboard.com/img/2013/07/travis-scott-lu8-180x180.jpg
2018-10-31,Drip Too Hard,Lil Baby & Gunna,3,2,1,6,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-31,Lucid Dreams,Juice WRLD,4,4,1,23,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-lucid-dreams-q7f-180x180.jpg
2018-10-31,Taki Taki,DJ Snake Featuring Selena Gomez| Ozuna & Cardi B,5,6,5,4,https://charts-static.billboard.com/img/2013/12/dj-snake-ncv-87x87.jpg
2018-10-31,Mo Bamba,Sheck Wes,6,7,6,8,https://charts-static.billboard.com/img/2018/09/sheck-wes-fiq-180x180.jpg
2018-10-31,MIA,Bad Bunny Featuring Drake,7,3,3,2,https://charts-static.billboard.com/img/2018/10/bad-bunny-xva-mia-n47-180x180.jpg
2018-10-31,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,8,8,1,-,https://charts-static.billboard.com/img/2018/10/post-malone-8b5-sunflowerspidermanintothespiderverse-kpv-180x180.jpg
2018-10-31,Fine China,Future & Juice WRLD,9,9,1,-,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg
2018-10-31,In My Feelings,Drake,10,8,1,17,https://charts-static.billboard.com/img/2018/07/drake-04g-in-my-feelings-591-180x180.jpg
2018-10-31,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,11,9,2,14,https://charts-static.billboard.com/img/2018/08/tekashi-6ix9ine-4dg-fefe-gpc-180x180.jpg
2018-10-31,Girls Like You,Maroon 5 Featuring Cardi B,12,11,5,21,https://charts-static.billboard.com/img/2018/06/maroon-5-kks-girls-like-you-32b-180x180.jpg
2018-10-31,Happier,Marshmello & Bastille,13,14,12,7,https://charts-static.billboard.com/img/2018/08/marshmello-fo3-happier-p74-180x180.jpg
2018-10-31,Better Now,Post Malone,14,16,4,26,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-10-31,Trip,Ella Mai,15,12,12,9,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-10-31,Close Friends,Lil Baby,16,10,8,3,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-31,Taste,Tyga Featuring Offset,17,15,6,21,https://charts-static.billboard.com/img/2018/06/tyga-ntw-taste-bdl-180x180.jpg
2018-10-31,Without Me,Halsey,18,25,18,3,https://charts-static.billboard.com/img/2018/10/halsey-000-without-me-fsb-180x180.jpg
2018-10-31,Sad!,XXXTENTACION,19,20,1,34,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-10-31,STOOPID,6ix9ine Featuring Bobby Shmurda,20,22,11,3,https://charts-static.billboard.com/img/2017/12/6ix9ine-4dg-180x180.jpg
2018-10-31,Better,Khalid,21,49,21,4,https://charts-static.billboard.com/img/2016/07/khalid-f4f-106x106.jpg
2018-10-31,Never Recover,Lil Baby & Gunna Featuring Drake,22,13,3,3,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-10-31,I Like It,Cardi B| Bad Bunny & J Balvin,23,18,2,29,https://charts-static.billboard.com/img/2018/04/cardi-b-7bz-ilikeit-ppy-180x180.jpg
2018-10-31,Moonlight,XXXTENTACION,24,21,4,21,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-180x180.jpg
2018-10-31,Nonstop,Drake,25,24,1,17,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-10-31,I Love It,Kanye West & Lil Pump,26,17,1,7,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg
2018-10-31,Eastside,benny blanco| Halsey & Khalid,27,27,16,14,https://charts-static.billboard.com/img/2018/07/benny-blanco-dzd-eastside-70k-180x180.jpg
2018-10-31,Yes Indeed,Lil Baby & Drake,28,26,1,24,https://charts-static.billboard.com/img/2018/05/lilbaby-kyx-yesindeed-nlh-180x180.jpg
2018-10-31,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,29,19,1,4,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-31,Shallow,Lady Gaga & Bradley Cooper,30,28,28,3,https://charts-static.billboard.com/img/2008/04/lady-gaga-b8x-180x180.jpg
2018-10-31,Rockstar,Post Malone Featuring 21 Savage,31,34,1,58,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-10-31,Uproar,Lil Wayne,32,33,4,4,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2018-10-31,Big Bank,YG Featuring 2 Chainz| Big Sean & Nicki Minaj,33,38,14,17,https://charts-static.billboard.com/img/2010/07/yg-03v-180x180.jpg
2018-10-31,Believer,Imagine Dragons,34,48,13,73,https://charts-static.billboard.com/img/2017/02/imagine-dragons-ud7-believer-koo-180x180.jpg
2018-10-31,Jet Lag,Future & Juice WRLD Featuring Young Scooter,35,35,1,-,https://charts-static.billboard.com/img/1988/03/future-f8b-180x180.jpg
2018-10-31,Youngblood,5 Seconds Of Summer,36,35,27,16,https://charts-static.billboard.com/img/2013/11/5-seconds-of-summer-x63-180x180.jpg
2018-10-31,Falling Down,Lil Peep & XXXTENTACION,37,30,5,6,https://charts-static.billboard.com/img/2016/12/lil-peep-tnx-180x180.jpg
2018-10-31,Perfect,Ed Sheeran Duet With Beyonce,38,37,1,57,https://charts-static.billboard.com/img/2011/07/ed-sheeran-w3r-180x180.jpg
2018-10-31,Boo'd Up,Ella Mai,39,31,5,26,https://charts-static.billboard.com/img/2016/12/ella-mai-4oz-180x180.jpg
2018-10-31,Beautiful,Bazzi Featuring Camila Cabello,40,42,37,8,https://charts-static.billboard.com/img/2016/12/bazzi-3p6-180x180.jpg
2018-10-31,God's Plan,Drake,41,36,1,40,https://charts-static.billboard.com/img/2009/04/drake-04g-180x180.jpg
2018-10-31,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,42,40,18,6,https://charts-static.billboard.com/img/2005/02/gucci-mane-lyh-180x180.jpg
2018-10-31,When The Party's Over,Billie Eilish,43,43,1,-,https://charts-static.billboard.com/img/2017/02/billie-eilish-lrt-180x180.jpg
2018-10-31,Psycho,Post Malone Featuring Ty Dolla $ign,44,46,2,34,https://charts-static.billboard.com/img/2015/06/post-malone-8b5-180x180.jpg
2018-10-31,W O R K I N  M E,Quavo,45,32,32,4,https://charts-static.billboard.com/img/2015/05/quavo-2nr-180x180.jpg
2018-10-31,Meant To Be,Bebe Rexha & Florida Georgia Line,46,50,11,47,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-10-31,No Stylist,French Montana Featuring Drake,47,45,26,3,https://charts-static.billboard.com/img/2011/07/french-montana-cts-180x180.jpg
2018-10-31,Natural,Imagine Dragons,48,47,33,8,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-180x180.jpg
2018-10-31,Baby Shark,Pinkfong,49,49,1,-,https://charts-static.billboard.com/img/2018/10/pinkfong-2rz-babyshark-19e-180x180.jpg
2018-10-31,Noticed,Lil Mosey,50,45,2,-,https://charts-static.billboard.com/img/2018/09/lil-mosey-j5a-180x180.jpg
2018-11-07,ZEZE,Kodak Black Featuring Travis Scott & Offset,1,1,1,3,https://charts-static.billboard.com/img/2016/06/kodak-black-3si-180x180.jpg
2018-11-07,Drip Too Hard,Lil Baby & Gunna,2,3,1,7,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-11-07,Sicko Mode,Travis Scott,3,2,2,13,https://charts-static.billboard.com/img/2013/07/travis-scott-lu8-180x180.jpg
